samplename	originalsamplename	sitename	country	longitude	latitude	elevation	locationreliability	locationnotes	areaofsite	samplecontext	sitedescription	vegdescription	sampletype	samplemethod	agebp	ageuncertainty	ispercent	notes	okexcept	empd_version
Barboni_a640	BO_SY20	SY20	Syrian Arab Republic	36.710278	33.997222	1400	C						soil				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a641	BO_SY21	SY21	Syrian Arab Republic	36.59	33.95	1450	C						soil				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a642	BO_SY22	SY22	Syrian Arab Republic	36.486944	33.915278	1550	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a643	BO_SY23	SY23	Syrian Arab Republic	36.336111	33.896111	1900	C						moss				f	coordinates not available and unclear placement in reference paper. I have placed the point in the most likely position beside a road (see description of point 25 in cited paper).		EMPD2
Barboni_a644	BO_SY24	SY24	Syrian Arab Republic	36.345556	33.893056	1900	C						moss				f	coordinates not available and unclear placement in reference paper. I have placed the point in the most likely position beside a road (see description of point 25 in cited paper).		EMPD2
Barboni_a645	BO_SY25	SY25	Syrian Arab Republic	36.363889	33.891944	1900	C						moss				f	coordinates not available and unclear placement in reference paper. I have placed the point in the most likely position beside a road (see description of point 25 in cited paper).		EMPD2
Barboni_a646	BO_SY26	SY26	Syrian Arab Republic	36.402778	33.852778	1900	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a647	BO_SY27	SY27	Syrian Arab Republic	36.4	33.8	1700	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a648	BO_SY28	SY28	Syrian Arab Republic	36.389722	33.765556	1800	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a649	BO_SY29	SY29	Syrian Arab Republic	36.371944	33.707222	1500	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a65	2879	MC57	France	8.97	42.23	1570											f			EMPD2
Barboni_a650	BO_SY30	SY30	Syrian Arab Republic	35.88	33.37	1200	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a651	BO_SY31	SY31	Syrian Arab Republic	36.023889	33.613611	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a652	BO_SY32	SY32	Syrian Arab Republic	35.979444	33.6525	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default. According to old_lon and old_lat this point is in Turkey!		EMPD2
Barboni_a712	Bulga14	Bulga14	Bulgaria	31.1	43.318056	0											f		Country,Precipitation,Temperature,	EMPD2
Barboni_a653	BO_SY33	SY33	Syrian Arab Republic	35.963333	33.678889	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a654	BO_SY34	SY34	Lebanon	36.218889	33.900833	1600	C						moss				f	coordinates not available and unclear placement in reference paper: site description does not match with map in fig.6 (point placed near Nabi Sbat and far form Maaraboun).		EMPD2
Barboni_a655	BO_SY35	SY35	Lebanon	36.230833	33.928333	1500	C						moss				f	coordinates not available and unclear placement in reference paper: site description does not match with map in fig.6 (point seems placed too far from Nabi Sbat).		EMPD2
Barboni_a656	BO_SY36	SY36	Lebanon	36.209722	33.941389	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a657	BO_SY37	SY37	Lebanon	36.199167	33.983889	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a658	BO_SY38	SY38	Lebanon	36.157778	34.057778	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a659	BO_SY39	SY39	Lebanon	36.126389	34.083333	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a66	2880	MC58	France	9.13	42.05	1280											f			EMPD2
Barboni_a660	BO_SY40	SY40	Lebanon	36.12	34.13	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a661	BO_SY41	SY41	Lebanon	36.035556	34.114722	1500	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a662	BO_SY42	SY42	Lebanon	36.035556	34.114722	1500	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a663	BO_SY43	SY43	Lebanon	36.076667	34.156111	1400	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a664	BO_SY44	SY44	Lebanon	36.049167	34.243333	2000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a665	BO_SY45	SY45	Lebanon	35.979167	34.290556	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a666	BO_SY46	SY46	Lebanon	35.954444	34.308889	1300	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a667	BO_SY47	SY47	Lebanon	35.932778	34.320833	700	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a668	BO_SY48	SY48	Lebanon	35.904167	34.309444	600	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a669	BO_SY49	SY49	Lebanon	35.888611	34.312778	500	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a67	2881	MC66	France	4.85	43.52	1000	C						moss				f	Elevation very incorrect. Contact author (Reille) or source (Peyron). Coordinates unchanged.		EMPD2
Barboni_a670	BO_SY50	SY50	Lebanon	35.864444	34.329444	400	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a671	BO_SY51	SY51	Lebanon	35.807222	34.338333	400	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a672	BO_SY52	SY52	Lebanon	35.759167	34.323056	200	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a673	BO_SY53	SY53	Lebanon	35.697778	34.308056	50	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a674	BO_SY54	SY54	Lebanon	35.831389	34.096389	1050	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a675	BO_SY55	SY55	Lebanon	35.810833	34.098611	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a676	BO_SY56	SY56	Lebanon	35.784167	34.091944	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a677	BO_SY57	SY57	Lebanon	35.776111	34.111111	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a678	BO_SY58	SY58	Lebanon	35.748333	34.102778	700	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a679	BO_SY59	SY59	Lebanon	35.705	34.106111	600	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a68	2882	MC67	France	6.43	44.17	2100	C										f	Elevation incorrect by 1000m. No site name. Not in Bordon dataset. Not enough information to update coordinates.		EMPD2
Barboni_a680	BO_SY60	SY60	Lebanon	35.683889	34.108056	500	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a681	BO_SY61	SY61	Lebanon	35.669167	34.109167	400	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a682	BO_SY62	SY62	Syrian Arab Republic	36.2	35.51	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper.		EMPD2
Barboni_a683	BO_SY63	SY63	Syrian Arab Republic	36.2	35.54	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a713	Bulga16	Bulga16	Bulgaria	28.888889	42.0675	0											f		Country,Precipitation,Temperature,	EMPD2
Barboni_a684	BO_SY64	SY64	Syrian Arab Republic	36.19	35.55	1200	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a685	BO_SY65	SY65	Syrian Arab Republic	36.2	35.58	1000	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a686	BO_SY66	SY66	Syrian Arab Republic	36.140278	35.5975	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a687	BO_SY67	SY67	Syrian Arab Republic	36.160556	35.594444	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a688	BO_SY68	SY68	Syrian Arab Republic	36.166944	35.604722	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a689	BO_SY69	SY69	Syrian Arab Republic	36.168889	35.59	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a69	2883	MC68	France	5.35	44.1	1200	C										f	Elevation incorrect. No site name. Coordinates unchanged. Not in Bordon database.		EMPD2
Barboni_a690	BO_SY70	SY70	Syrian Arab Republic	36.178611	35.615	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a691	BO_SY71	SY71	Syrian Arab Republic	36.179722	35.617222	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
Barboni_a692	BO_SY72	SY72	Syrian Arab Republic	36.604167	35.7875	1100	C						moss				f	coordinates not available. Point placed on the map according to description and picture in reference paper. Sampled material not specified in paper, moss used as default		EMPD2
